91,-7,-8,0.0,87.008144,19.169085
90,-10,-7,-0.635086,74.944493,15.57624
99,-5,-29,-0.0,69.47322,15.264645
95,-10,-17,0.718312,74.111905,15.523695
80,-38,-3,-0.0,73.111617,17.974707
82,-29,-2,2.969067,79.421156,15.563499
81,-30,-6,-0.0,77.730495,16.503744
84,-23,-5,0.615687,70.460645,16.012553
89,-12,-8,0.0,48.875725,14.30175
59,-45,-18,4.087614,60.893328,15.769451
60,-44,-18,-4.629694,54.421333,12.247547
83,-24,-12,2.484938,89.401449,16.406721
86,-20,-12,0.0,84.271993,15.243922
88,-12,-9,0.733333,66.812825,18.422887
62,-41,-16,4.692125,58.720232,14.711614
70,-26,-14,-1.909632,34.201337,14.010172
71,-23,-15,-8.681331,63.140155,14.681504
87,-13,-12,0.0,78.133507,19.679015
63,-40,-18,0.0,29.079066,13.598841
64,-39,-18,4.666667,63.726773,14.614737
66,-35,-17,-0.553774,44.451139,11.431037
68,-33,-17,0.0,59.702013,6.74329
67,-33,-19,0.0,56.287365,8.304987
65,-37,-21,2.155324,90.634596,16.779567
72,-19,-22,4.666667,87.797933,14.670449
69,-30,-22,4.666667,66.783744,15.77308
61,-41,-23,0.0,53.12323,10.699467
19,-40,-25,-8.421849,42.616985,7.95752
75,-19,-25,4.661786,105.087725,14.639037
23,-39,-26,8.733333,166.477552,19.70798
5,-45,-27,8.729637,149.631566,19.583654
11,-43,-27,8.733333,175.105824,20.851105
15,-42,-28,4.722727,29.693005,2.632858
34,-34,-27,8.733333,63.620945,0.067995
41,-31,-27,8.695669,149.247647,13.292697
79,-16,-24,0.0,46.440018,9.665416
78,-16,-25,-0.0,46.769468,9.240831
10,-43,-29,8.681083,155.765712,22.0
14,-42,-30,4.714873,156.344523,0.394248
18,-41,-30,8.554428,161.806641,22.0
29,-36,-30,-4.646517,50.455401,7.099667
30,-35,-30,8.733333,90.274971,3.038649
33,-34,-29,-8.632896,54.104826,10.048893
1,-46,-39,8.716789,180.107718,22.0
0,-46,-43,8.733333,153.064046,20.65927
2,-45,-45,-8.667973,42.397491,8.210136
6,-44,-45,5.761563,161.021077,19.875182
3,-45,-44,8.733333,162.877215,21.379534
4,-45,-43,4.954955,158.25225,19.982589
7,-44,-37,7.210573,150.573337,20.426554
9,-43,-37,8.733333,155.38117,22.0
8,-43,-43,8.733333,177.710196,22.0
12,-42,-46,-8.653608,39.067497,6.919771
16,-41,-40,6.590988,151.428968,19.839355
13,-42,-38,5.138845,176.877788,3.517115
17,-41,-37,8.733333,154.063582,20.904236
25,-38,-37,8.507703,195.266778,22.0
22,-39,-35,8.733333,142.31586,22.0
26,-36,-37,6.189005,156.091013,20.456623
27,-36,-36,8.733333,161.743397,22.0
31,-34,-38,-4.54578,21.710455,8.800752
24,-38,-45,6.59829,155.853411,22.0
20,-39,-44,8.724641,163.656172,19.468735
21,-39,-43,-8.044661,30.16879,8.55111
35,-33,-42,-5.016304,45.458411,10.705794
42,-30,-44,8.733333,152.742018,18.284363
38,-32,-39,8.733333,168.175163,11.5014
36,-33,-38,-8.538741,61.359997,5.402908
39,-31,-40,8.597764,172.814578,16.118066
43,-30,-43,-5.450457,53.670826,11.511826
44,-30,-42,8.593092,169.492747,14.241684
47,-29,-41,8.56363,151.294372,14.819778
40,-31,-36,8.645603,162.695407,17.14422
53,-26,-42,5.005327,149.94131,19.907222
54,-26,-40,-4.186805,49.018445,11.993648
45,-30,-36,6.917301,153.672933,19.015965
57,-25,-39,3.679298,156.481108,19.626147
73,-20,-46,0.0,47.696486,7.760321
74,-20,-43,-1.489528,60.162669,9.888004
58,-25,-36,4.443789,168.368367,18.163417
28,-36,-34,8.465677,148.394801,18.093903
37,-33,-34,6.346324,153.751362,17.854726
32,-34,-33,5.653437,164.607894,19.001878
46,-30,-31,-4.68306,39.683799,3.118032
49,-28,-33,-8.585296,62.462567,9.982121
50,-28,-32,0.0,28.954843,9.867182
48,-29,-31,0.0,33.33335,8.449426
52,-27,-33,-7.448703,45.354795,6.750766
77,-16,-45,0.0,51.113352,8.200271
55,-26,-31,-6.359078,43.681796,8.432005
51,-28,-29,7.223546,150.951656,18.079535
56,-26,-29,7.061195,150.479318,14.6348
76,-18,-32,0.0,44.674335,7.360955
94,-10,-39,-0.0,87.674629,21.876676
97,-6,-44,1.333744,75.904677,13.849127
96,-8,-23,2.117775,70.094678,15.242208
98,-6,-22,0.733333,66.812825,18.422887
