156, -24, 47, 0, 1
171, -13, 35, 0, 1
134, -34, 30, 0, 1
165, -18, 38, 0, 1
146, -28, 13, 0, 2
187, -7, 5, 0, 1
148, -28, 32, 0, 3
116, -42, 7, 0, 1
167, -16, 3, 0, 2
198, -1, 38, 0, 1
184, -8, 3, 0, 2
136, -32, 36, 0, 3
126, -40, 42, 0, 2
107, -46, 41, 0, 1
127, -38, 42, 0, 1
161, -21, 43, 0, 3
163, -19, 11, 0, 1
202, 0, 34, 0, 2
186, -8, 44, 0, 1
157, -23, 8, 0, 1
142, -29, 30, 0, 3
196, -3, 26, 0, 1
114, -43, 37, 0, 2
191, -7, 38, 0, 1
152, -26, 5, 0, 2
143, -29, 38, 0, 1
181, -9, 34, 0, 1
115, -42, 5, 0, 2
108, -45, 33, 0, 1
119, -42, 30, 0, 1
381, 1, 38, 0, 1
103, -46, 27, 0, 2
137, -31, 24, 0, 2
138, -31, 25, 0, 2
109, -44, 1, 0, 1
133, -35, 47, 0, 2
174, -11, 26, 0, 2
380, 1, 20, 0, 1
131, -36, 1, 0, 2
140, -30, 33, 0, 2
104, -46, 28, 0, 2
194, -4, 14, 0, 1
153, -26, 11, 0, 2
125, -40, 12, 0, 2
185, -8, 5, 0, 1
172, -12, 13, 0, 3
121, -41, 37, 0, 3
168, -15, 22, 0, 2
193, -6, 28, 0, 2
130, -37, 42, 0, 2
180, -10, 29, 0, 3
192, -6, 1, 0, 1
166, -17, 39, 0, 2
195, -4, 30, 0, 2
175, -11, 31, 0, 3
118, -42, 20, 0, 2
112, -44, 21, 0, 3
106, -46, 39, 0, 1
160, -22, 38, 0, 4
105, -46, 38, 0, 3
182, -9, 44, 0, 1
201, 0, 26, 0, 3
176, -10, 1, 0, 2
132, -36, 23, 0, 2
179, -10, 22, 0, 2
158, -23, 40, 0, 2
159, -22, 29, 0, 4
188, -7, 6, 0, 3
144, -29, 42, 0, 2
124, -40, 10, 0, 2
141, -30, 41, 0, 1
203, 0, 43, 0, 3
135, -34, 34, 0, 3
117, -42, 12, 0, 1
120, -41, 4, 0, 2
189, -7, 16, 0, 3
102, -46, 16, 0, 4
147, -28, 46, 0, 4
169, -15, 40, 0, 4
149, -28, 41, 0, 3
190, -7, 30, 0, 3
178, -10, 10, 0, 4
154, -25, 31, 0, 3
150, -27, 17, 0, 4
155, -24, 5, 0, 4
151, -27, 45, 0, 3
85, -22, -2, 0, 4
164, -18, 37, 0, 2
177, -10, 5, 0, 4
183, -9, 47, 0, 3
122, -41, 45, 0, 4
162, -21, 37, 0, 4
170, -14, 42, 0, 4
123, -40, 9, 0, 4
113, -43, 33, 0, 4
128, -37, 24, 0, 4
92, -7, -1, 0, 4
129, -37, 37, 0, 4
173, -11, 13, 0, 4
139, -31, 34, 0, 4
111, -44, 20, 0, 2
197, -2, 30, 0, 3
110, -44, 16, 0, 4
145, -28, 9, 0, 4
199, -1, 42, 0, 2
