1,-65,-30,12.220855
0,-65,-33,13.573215
23,-60,-39,12.73694
12,-62,-36,14.558892
7,-63,-33,4.177473
8,-63,-28,8.203223
28,-59,-38,5.883405
24,-60,-35,14.009899
29,-59,-29,9.832168
38,-55,-40,4.756492
39,-55,-34,14.253331
40,-55,-30,0.516691
48,-52,-36,9.694695
52,-51,-33,10.19554
49,-52,-30,10.640472
44,-54,-27,11.927999
30,-59,-19,2.5678
17,-61,-18,6.326419
32,-58,-23,0.477493
31,-59,-16,10.590691
13,-62,-15,14.357504
18,-61,-16,13.736033
14,-62,-12,7.280635
9,-63,-10,14.362603
5,-64,-8,9.485389
36,-56,-20,12.351867
41,-55,-17,6.581165
54,-50,-36,2.439176
56,-49,-38,7.475461
64,-46,-39,10.486151
72,-44,-38,3.814233
75,-41,-40,13.938954
80,-39,-40,7.099333
84,-37,-38,8.245854
78,-40,-30,3.766258
50,-52,-26,11.3203
51,-52,-17,4.140376
59,-48,-20,8.779016
68,-45,-24,2.079367
57,-49,-17,14.396159
69,-45,-19,2.23941
70,-45,-15,3.862624
42,-55,-9,5.723377
37,-56,-11,10.422429
67,-45,-32,8.208233
65,-46,-29,13.363549
77,-40,-32,2.948929
93,-32,-32,7.961963
96,-31,-32,1.948593
100,-29,-33,5.05684
117,-22,-36,8.075137
